order_count,total_spent,last_month_expenditure,coupon_used,preferred_category,payment_method,location_type,rating_last_purchase,churned
14,6467,429,No,Groceries,Credit Card,Tier 2,1,0
19,15691,4051,No,Apparel,UPI,Tier 2,5,0
2,13804,0,Yes,Apparel,Credit Card,Tier 2,3,0
12,24685,0,Yes,Food,COD,Tier 3,5,1
18,12032,2423,No,Groceries,COD,Tier 2,1,0
1,17174,0,No,Electronics,UPI,Tier 3,4,1
11,22558,3123,Yes,Electronics,COD,Tier 1,2,0
19,979,354,Yes,Electronics,UPI,Tier 3,4,1
18,12069,0,Yes,Electronics,COD,Tier 3,2,0
16,18191,851,No,Electronics,Wallet,Tier 1,5,0
9,5118,202,Yes,Apparel,COD,Tier 2,1,1
11,24931,2962,Yes,Apparel,UPI,Tier 3,5,0
12,21366,6606,Yes,Books,COD,Tier 1,3,0
1,8711,2176,Yes,Books,COD,Tier 2,5,0
16,24190,0,No,Electronics,UPI,Tier 2,2,1
12,8929,0,No,Electronics,UPI,Tier 1,1,0
9,8529,0,Yes,Apparel,UPI,Tier 3,1,0
4,6365,1120,Yes,Books,Wallet,Tier 3,4,0
5,6530,340,No,Apparel,Credit Card,Tier 1,1,1
1,18395,3220,No,Apparel,UPI,Tier 2,2,1
18,896,306,Yes,Books,UPI,Tier 3,2,1
17,7488,0,Yes,Apparel,COD,Tier 2,1,0
18,12427,0,Yes,Apparel,Wallet,Tier 1,5,0
20,1775,41,No,Apparel,COD,Tier 1,1,1
11,22667,7622,No,Electronics,UPI,Tier 1,1,0
13,1092,33,No,Electronics,COD,Tier 3,3,0
1,24334,0,Yes,Apparel,COD,Tier 1,5,1
2,8572,1691,Yes,Apparel,Credit Card,Tier 2,4,0
3,19951,604,Yes,Apparel,COD,Tier 1,1,1
4,732,169,No,Apparel,COD,Tier 1,3,0
8,864,209,No,Food,COD,Tier 3,4,0
17,15340,4683,Yes,Apparel,Credit Card,Tier 2,1,0
12,15296,0,Yes,Apparel,COD,Tier 1,3,1
3,21545,1209,Yes,Electronics,Wallet,Tier 1,3,1
5,10120,0,No,Books,COD,Tier 1,3,1
3,6642,1113,Yes,Apparel,COD,Tier 2,2,1
16,6442,0,Yes,Books,COD,Tier 2,5,0
20,3462,356,Yes,Apparel,Wallet,Tier 1,3,1
13,11728,813,Yes,Books,COD,Tier 2,1,1
14,12658,3533,Yes,Apparel,COD,Tier 1,1,1
6,8753,3324,Yes,Apparel,Credit Card,Tier 2,2,1
20,15241,1546,No,Books,COD,Tier 1,5,1
20,18508,0,Yes,Apparel,UPI,Tier 2,5,1
10,5466,0,Yes,Apparel,Wallet,Tier 1,2,0
6,6730,0,No,Books,UPI,Tier 2,5,0
7,13141,0,No,Books,COD,Tier 1,1,0
19,9802,720,Yes,Electronics,Credit Card,Tier 1,3,0
5,13887,0,No,Books,Wallet,Tier 1,4,1
15,20427,6093,Yes,Groceries,COD,Tier 2,2,0
16,3358,0,Yes,Electronics,UPI,Tier 3,1,0
4,18798,1346,Yes,Electronics,COD,Tier 1,3,0
9,2290,686,No,Apparel,COD,Tier 3,3,1
16,3361,669,No,Apparel,UPI,Tier 2,5,0
4,6710,1607,No,Electronics,COD,Tier 1,3,0
1,6272,0,Yes,Groceries,COD,Tier 1,4,1
6,22225,0,Yes,Electronics,Wallet,Tier 2,5,0
2,13394,2956,Yes,Apparel,Credit Card,Tier 2,4,0
6,1915,0,Yes,Books,Credit Card,Tier 2,1,1
11,19796,1053,No,Apparel,Credit Card,Tier 1,3,0
8,4113,0,No,Books,Wallet,Tier 1,2,1
6,18977,0,Yes,Electronics,Credit Card,Tier 1,4,0
15,20014,6863,Yes,Books,COD,Tier 3,5,0
8,7002,2018,Yes,Apparel,Credit Card,Tier 1,3,0
1,4429,0,Yes,Food,Wallet,Tier 1,2,1
20,18629,1246,No,Apparel,Credit Card,Tier 2,2,1
20,18950,0,Yes,Food,Credit Card,Tier 3,2,0
5,10999,2315,No,Apparel,COD,Tier 2,3,0
1,2669,0,No,Apparel,Wallet,Tier 2,2,1
16,3604,0,Yes,Apparel,UPI,Tier 1,5,1
6,11503,2187,Yes,Books,UPI,Tier 3,1,1
19,2433,0,Yes,Apparel,COD,Tier 1,3,0
3,12492,646,Yes,Apparel,Credit Card,Tier 1,3,0
8,13434,0,Yes,Books,COD,Tier 2,1,0
8,4826,0,Yes,Groceries,Credit Card,Tier 1,5,0
15,13341,5270,No,Books,COD,Tier 2,3,0
6,6325,0,No,Books,Wallet,Tier 2,5,1
4,14863,1438,Yes,Electronics,UPI,Tier 2,3,0
12,7022,273,No,Groceries,Wallet,Tier 2,5,0
20,20615,6712,Yes,Apparel,COD,Tier 2,2,1
1,24221,0,Yes,Books,UPI,Tier 2,1,0
1,21089,1647,No,Electronics,UPI,Tier 2,2,1
4,6571,1306,No,Apparel,COD,Tier 1,1,1
17,19011,5988,Yes,Books,COD,Tier 1,2,1
15,9143,0,Yes,Groceries,UPI,Tier 3,2,0
18,23202,0,Yes,Groceries,Wallet,Tier 3,2,0
9,7939,2237,Yes,Groceries,UPI,Tier 2,5,0
19,23174,765,No,Electronics,COD,Tier 2,1,0
14,20098,4402,Yes,Electronics,UPI,Tier 3,5,0
3,24785,3927,Yes,Electronics,Credit Card,Tier 3,5,0
6,16784,3312,Yes,Apparel,COD,Tier 1,4,0
6,5649,2151,No,Electronics,Credit Card,Tier 1,1,0
2,13763,1388,Yes,Apparel,Wallet,Tier 3,1,0
10,4244,582,Yes,Apparel,UPI,Tier 3,1,1
4,6655,1699,No,Apparel,UPI,Tier 1,2,1
16,12651,3948,Yes,Apparel,COD,Tier 3,4,0
9,16153,4492,No,Food,COD,Tier 3,5,0
3,23939,7089,No,Electronics,Wallet,Tier 1,3,0
13,8609,1711,No,Electronics,COD,Tier 3,1,0
7,20662,3411,Yes,Groceries,Wallet,Tier 1,1,1
1,3026,1124,No,Apparel,COD,Tier 1,4,0
10,12506,4115,Yes,Groceries,UPI,Tier 1,2,0
1,15793,4894,Yes,Books,UPI,Tier 1,4,0
4,5741,0,Yes,Electronics,COD,Tier 1,3,1
7,4605,1511,Yes,Groceries,Credit Card,Tier 2,1,1
16,18349,4413,Yes,Groceries,Credit Card,Tier 1,5,0
5,12537,2634,Yes,Groceries,COD,Tier 1,4,0
7,7004,967,No,Food,UPI,Tier 1,4,0
10,19451,0,Yes,Apparel,UPI,Tier 1,5,0
3,2223,0,Yes,Apparel,COD,Tier 1,4,1
18,17615,2164,Yes,Apparel,COD,Tier 1,3,0
3,16469,0,Yes,Electronics,Credit Card,Tier 1,5,1
5,7272,0,No,Electronics,Wallet,Tier 1,3,1
12,14374,4744,No,Groceries,COD,Tier 1,5,0
8,14795,0,Yes,Apparel,COD,Tier 1,5,0
2,20130,0,Yes,Apparel,COD,Tier 2,5,1
14,5708,0,Yes,Electronics,COD,Tier 1,5,1
8,9146,2346,Yes,Apparel,UPI,Tier 2,1,0
18,5932,0,Yes,Apparel,COD,Tier 1,5,0
7,2221,48,Yes,Books,Credit Card,Tier 2,3,0
9,24819,0,No,Apparel,COD,Tier 3,2,1
12,4434,939,Yes,Apparel,Credit Card,Tier 1,5,0
11,7817,188,No,Apparel,Credit Card,Tier 3,4,1
13,12350,4576,Yes,Electronics,COD,Tier 1,3,0
6,22829,5531,Yes,Electronics,UPI,Tier 3,1,1
7,1509,451,Yes,Books,Wallet,Tier 2,2,1
17,15468,5250,No,Apparel,UPI,Tier 2,1,0
10,19336,1508,Yes,Apparel,Credit Card,Tier 1,2,0
9,11254,2750,Yes,Electronics,Wallet,Tier 2,3,0
4,17861,3619,Yes,Food,Wallet,Tier 2,4,1
2,6512,2549,No,Electronics,Credit Card,Tier 1,2,1
5,5151,204,Yes,Apparel,UPI,Tier 1,2,1
14,1159,0,Yes,Food,COD,Tier 1,4,0
17,23683,0,No,Apparel,COD,Tier 2,2,0
1,21078,4978,Yes,Food,COD,Tier 2,1,0
14,1108,31,Yes,Electronics,COD,Tier 1,3,1
2,8673,331,No,Groceries,COD,Tier 1,3,0
13,4223,1196,No,Groceries,COD,Tier 2,5,0
6,2664,0,No,Electronics,Wallet,Tier 1,3,1
16,21398,0,No,Apparel,COD,Tier 1,3,0
16,23509,0,Yes,Apparel,Wallet,Tier 1,5,1
20,22654,0,Yes,Books,COD,Tier 3,2,1
16,6277,662,No,Apparel,Credit Card,Tier 2,1,1
3,21650,0,Yes,Food,Credit Card,Tier 2,4,0
17,10923,228,Yes,Food,Wallet,Tier 1,5,0
13,20186,0,Yes,Books,Credit Card,Tier 2,5,0
18,10794,0,Yes,Apparel,COD,Tier 2,3,0
11,16327,0,Yes,Electronics,COD,Tier 1,3,0
4,14336,5431,Yes,Apparel,Wallet,Tier 3,2,1
6,22665,0,Yes,Apparel,UPI,Tier 1,4,0
10,4500,1587,Yes,Apparel,COD,Tier 3,5,0
14,23035,0,Yes,Groceries,UPI,Tier 3,1,1
17,23775,2317,No,Food,COD,Tier 2,5,0
18,13975,4682,No,Electronics,Wallet,Tier 2,2,0
20,15069,0,Yes,Books,UPI,Tier 1,5,0
6,23551,5904,No,Books,COD,Tier 1,4,0
20,16161,0,Yes,Electronics,COD,Tier 2,2,1
4,11201,2428,Yes,Apparel,COD,Tier 1,4,0
10,12131,1889,Yes,Groceries,Credit Card,Tier 2,4,0
9,18406,4018,Yes,Electronics,COD,Tier 3,3,0
11,7905,0,No,Electronics,UPI,Tier 2,1,1
18,15844,4606,No,Groceries,COD,Tier 2,1,1
2,24567,2855,Yes,Food,Wallet,Tier 2,1,0
20,14912,2049,No,Electronics,COD,Tier 2,3,0
19,12434,2853,Yes,Apparel,COD,Tier 2,1,1
1,20452,0,Yes,Groceries,COD,Tier 1,2,1
5,24022,3915,Yes,Books,Credit Card,Tier 2,5,1
2,12540,1023,Yes,Groceries,COD,Tier 1,3,1
18,24385,0,Yes,Apparel,COD,Tier 2,5,0
12,17457,2084,Yes,Apparel,Wallet,Tier 1,4,0
6,12871,4491,No,Electronics,COD,Tier 1,4,0
8,13906,3585,Yes,Books,Wallet,Tier 2,1,0
4,21885,3310,No,Apparel,COD,Tier 2,4,0
1,19960,0,Yes,Books,UPI,Tier 3,1,1
7,24318,6049,No,Books,UPI,Tier 3,5,0
5,13074,0,Yes,Electronics,COD,Tier 2,1,0
10,17234,1708,Yes,Electronics,Credit Card,Tier 2,3,0
6,23406,8079,Yes,Electronics,UPI,Tier 2,1,1
2,5894,0,Yes,Apparel,COD,Tier 3,2,1
9,11694,0,Yes,Apparel,UPI,Tier 1,3,0
13,22034,2029,No,Electronics,Wallet,Tier 1,5,1
15,16850,0,No,Apparel,UPI,Tier 2,2,0
10,4251,259,Yes,Apparel,Credit Card,Tier 3,1,1
12,17430,5504,Yes,Electronics,UPI,Tier 1,4,0
10,24610,0,Yes,Food,UPI,Tier 2,1,0
8,7278,0,Yes,Groceries,Credit Card,Tier 2,5,0
9,14566,1460,No,Groceries,UPI,Tier 2,3,0
10,7120,0,Yes,Books,Credit Card,Tier 2,3,0
10,17439,5681,No,Books,COD,Tier 2,4,0
3,7973,1818,Yes,Electronics,UPI,Tier 1,5,0
2,6013,1628,No,Electronics,Credit Card,Tier 3,5,0
14,1058,160,Yes,Electronics,UPI,Tier 1,5,0
13,11462,1763,Yes,Apparel,Credit Card,Tier 1,3,0
2,4139,1134,Yes,Books,Wallet,Tier 1,5,0
18,24770,4198,Yes,Apparel,COD,Tier 2,4,0
19,11910,1760,Yes,Electronics,UPI,Tier 2,5,0
14,7764,0,No,Apparel,UPI,Tier 2,5,1
1,21234,2386,Yes,Electronics,UPI,Tier 1,4,1
5,6517,582,Yes,Electronics,COD,Tier 2,5,0
19,5027,1691,No,Electronics,UPI,Tier 1,1,1
18,8732,2466,No,Apparel,UPI,Tier 1,4,0
1,5904,0,Yes,Groceries,Credit Card,Tier 3,2,1
2,5765,0,No,Apparel,Wallet,Tier 2,5,1
9,5454,0,Yes,Groceries,COD,Tier 2,3,0
4,13192,4886,No,Electronics,Wallet,Tier 1,2,1
4,16418,3486,No,Electronics,Wallet,Tier 1,2,0
19,20663,0,Yes,Electronics,COD,Tier 2,1,0
5,17932,4814,No,Apparel,COD,Tier 3,3,0
2,6068,0,Yes,Groceries,Credit Card,Tier 2,5,0
12,1807,0,No,Electronics,Wallet,Tier 2,4,0
10,20139,5326,Yes,Apparel,COD,Tier 3,2,1
7,8977,0,No,Groceries,Wallet,Tier 1,2,0
14,18339,0,No,Electronics,COD,Tier 2,1,1
10,16109,0,No,Groceries,COD,Tier 1,2,0
8,15833,673,Yes,Apparel,Wallet,Tier 3,3,0
10,19529,0,Yes,Apparel,COD,Tier 1,2,1
11,20518,7006,Yes,Groceries,UPI,Tier 1,2,0
13,4775,350,Yes,Apparel,Wallet,Tier 2,5,0
6,17492,0,No,Books,UPI,Tier 3,3,0
14,7453,0,Yes,Apparel,COD,Tier 1,4,0
6,6471,0,No,Books,COD,Tier 1,4,0
7,2783,0,No,Books,COD,Tier 2,4,0
1,3654,0,No,Electronics,UPI,Tier 1,2,1
13,19257,0,No,Apparel,Credit Card,Tier 3,4,0
16,20094,0,Yes,Electronics,UPI,Tier 2,1,0
4,23550,0,Yes,Apparel,Wallet,Tier 3,5,0
18,8329,1997,Yes,Apparel,Credit Card,Tier 1,3,0
5,14393,2105,Yes,Apparel,COD,Tier 3,2,1
8,21524,0,Yes,Electronics,UPI,Tier 3,4,0
7,15722,1694,No,Food,COD,Tier 1,1,1
10,5437,0,Yes,Electronics,UPI,Tier 2,5,0
18,1046,0,Yes,Books,UPI,Tier 1,3,1
16,16566,660,Yes,Electronics,UPI,Tier 3,3,0
8,20335,5291,No,Books,Credit Card,Tier 1,3,0
10,9235,505,No,Books,Wallet,Tier 2,4,0
13,22143,7185,Yes,Groceries,Credit Card,Tier 3,2,0
3,8603,3369,Yes,Books,COD,Tier 3,2,1
3,23658,2314,Yes,Groceries,Credit Card,Tier 2,3,0
3,11421,1139,Yes,Electronics,Credit Card,Tier 2,1,0
11,14299,2745,Yes,Books,COD,Tier 2,2,1
7,21884,7501,No,Electronics,COD,Tier 3,1,1
10,2962,0,No,Food,Wallet,Tier 2,1,0
17,8606,0,Yes,Electronics,COD,Tier 2,5,0
9,13235,1506,Yes,Apparel,Credit Card,Tier 2,4,0
16,1959,0,No,Books,Wallet,Tier 3,4,1
7,1561,383,No,Groceries,COD,Tier 1,4,1
17,10115,2208,Yes,Groceries,COD,Tier 2,2,0
10,9370,0,Yes,Electronics,UPI,Tier 1,2,0
2,5502,0,Yes,Apparel,UPI,Tier 2,3,1
17,20290,0,No,Electronics,COD,Tier 1,4,1
16,11306,2195,No,Food,Credit Card,Tier 2,3,0
14,13877,1728,Yes,Electronics,Credit Card,Tier 1,1,0
11,4964,199,No,Books,UPI,Tier 3,4,0
6,19762,6252,Yes,Apparel,COD,Tier 1,3,0
5,5568,766,No,Apparel,Wallet,Tier 2,5,0
7,14471,0,No,Electronics,UPI,Tier 1,5,0
12,14517,4808,No,Books,Wallet,Tier 1,1,1
3,11304,1433,No,Electronics,Credit Card,Tier 3,1,0
12,18554,4308,No,Books,UPI,Tier 1,5,0
15,23585,5263,Yes,Groceries,COD,Tier 1,4,0
4,24531,0,Yes,Books,COD,Tier 3,5,0
5,18100,0,No,Apparel,UPI,Tier 2,2,0
17,19595,461,Yes,Books,COD,Tier 2,1,1
17,21187,0,No,Electronics,UPI,Tier 2,5,0
17,3277,1191,Yes,Apparel,COD,Tier 1,1,0
19,6121,675,No,Groceries,UPI,Tier 3,4,1
18,19757,0,Yes,Apparel,UPI,Tier 2,2,0
1,9386,1707,Yes,Apparel,COD,Tier 1,3,0
20,9938,2861,Yes,Apparel,COD,Tier 1,1,0
2,940,278,Yes,Groceries,Wallet,Tier 1,4,0
6,685,271,Yes,Food,Wallet,Tier 3,1,1
5,1134,433,No,Electronics,UPI,Tier 3,1,1
10,1452,175,Yes,Electronics,Wallet,Tier 1,2,0
7,11907,3368,Yes,Electronics,COD,Tier 2,3,0
10,11573,0,Yes,Groceries,UPI,Tier 1,3,0
16,6590,1282,No,Apparel,COD,Tier 2,2,1
19,7047,0,No,Electronics,COD,Tier 1,5,0
10,19514,2960,Yes,Food,COD,Tier 1,1,0
6,6916,0,No,Books,Wallet,Tier 2,1,1
10,4276,844,Yes,Apparel,COD,Tier 3,4,0
12,18010,7118,No,Apparel,COD,Tier 1,4,0
8,8287,2408,No,Books,COD,Tier 2,1,0
14,13308,0,Yes,Apparel,UPI,Tier 2,3,1
20,8467,637,No,Books,Wallet,Tier 1,5,0
13,10288,3316,No,Apparel,UPI,Tier 2,3,0
18,14764,549,Yes,Electronics,Credit Card,Tier 1,2,1
16,16588,0,No,Groceries,Credit Card,Tier 2,4,1
17,22361,0,No,Groceries,Credit Card,Tier 3,2,1
14,12771,403,No,Groceries,COD,Tier 1,5,0
17,8399,2153,No,Food,UPI,Tier 2,4,0
1,10941,1487,Yes,Books,Wallet,Tier 1,1,1
6,20989,0,Yes,Apparel,COD,Tier 2,4,0
12,8969,0,Yes,Apparel,UPI,Tier 2,2,0
4,18864,2365,Yes,Apparel,COD,Tier 1,2,1
11,5753,448,Yes,Groceries,UPI,Tier 1,4,0
1,14005,3007,Yes,Apparel,COD,Tier 1,1,1
7,4360,1549,No,Apparel,Credit Card,Tier 2,5,0
19,2877,0,Yes,Electronics,UPI,Tier 3,5,1
4,14204,4479,Yes,Books,Credit Card,Tier 3,1,0
19,6724,2631,No,Books,UPI,Tier 3,5,0
20,18389,0,No,Apparel,COD,Tier 3,1,1
14,12411,1258,No,Electronics,UPI,Tier 1,5,0
18,15030,2080,Yes,Groceries,COD,Tier 2,5,0
20,10786,2289,Yes,Electronics,COD,Tier 2,2,0
11,22255,7807,Yes,Books,UPI,Tier 1,2,0
6,18590,6321,Yes,Books,COD,Tier 1,1,1
10,4712,0,No,Electronics,COD,Tier 2,3,1
20,3424,888,Yes,Electronics,Credit Card,Tier 2,5,0
13,24908,0,Yes,Books,COD,Tier 2,3,1
11,24714,0,No,Electronics,Wallet,Tier 3,2,1
8,20205,7384,Yes,Groceries,Credit Card,Tier 2,4,0
14,22021,0,No,Electronics,Wallet,Tier 2,4,0
10,2473,236,No,Books,COD,Tier 1,3,1
12,20531,0,Yes,Food,Wallet,Tier 1,3,0
17,8826,377,Yes,Books,UPI,Tier 1,3,0
14,19982,6001,Yes,Groceries,COD,Tier 2,2,1
20,14439,0,Yes,Electronics,Credit Card,Tier 2,4,0
5,17819,0,Yes,Electronics,Credit Card,Tier 3,3,0
9,21929,5284,Yes,Books,COD,Tier 2,2,0
6,20562,2336,No,Groceries,COD,Tier 2,2,1
1,11311,3452,No,Apparel,UPI,Tier 2,5,0
14,1722,0,Yes,Apparel,UPI,Tier 2,4,1
15,21860,7053,No,Electronics,Wallet,Tier 3,3,0
15,3035,120,No,Books,COD,Tier 2,3,0
1,7896,551,No,Apparel,Wallet,Tier 2,3,1
11,24690,3035,Yes,Electronics,Credit Card,Tier 1,3,0
15,4431,707,Yes,Electronics,Credit Card,Tier 1,5,0
4,17291,0,Yes,Electronics,Credit Card,Tier 1,2,0
14,13473,1776,Yes,Apparel,Wallet,Tier 3,5,0
5,5256,1430,Yes,Apparel,COD,Tier 2,4,0
11,9023,1255,No,Groceries,Wallet,Tier 2,5,0
13,20666,2547,No,Electronics,Credit Card,Tier 3,5,0
18,11614,0,Yes,Electronics,Credit Card,Tier 3,2,0
14,5954,572,No,Books,COD,Tier 2,2,1
1,23915,2182,Yes,Food,UPI,Tier 3,3,1
1,9740,0,No,Books,UPI,Tier 1,4,1
16,19262,0,No,Apparel,COD,Tier 2,1,1
6,1216,288,Yes,Books,COD,Tier 3,2,1
1,23132,0,No,Apparel,Credit Card,Tier 1,3,0
8,16110,0,Yes,Books,Credit Card,Tier 3,4,1
12,17411,0,No,Apparel,COD,Tier 2,4,1
16,22044,0,No,Apparel,UPI,Tier 1,3,1
16,24294,5779,Yes,Apparel,UPI,Tier 1,1,0
16,17196,0,Yes,Electronics,Credit Card,Tier 1,3,0
3,21105,0,Yes,Apparel,Credit Card,Tier 1,5,0
16,21679,3130,Yes,Apparel,Credit Card,Tier 2,4,0
4,3643,1218,Yes,Apparel,Wallet,Tier 3,4,0
2,3614,1150,Yes,Food,UPI,Tier 3,4,0
11,7099,2429,No,Electronics,COD,Tier 3,3,1
3,23356,0,Yes,Books,Wallet,Tier 1,3,0
17,11227,832,Yes,Books,COD,Tier 2,2,0
8,13335,0,Yes,Electronics,Credit Card,Tier 1,2,1
16,21774,0,Yes,Books,COD,Tier 1,3,0
17,12528,4645,No,Electronics,Credit Card,Tier 2,3,0
3,22613,4206,Yes,Books,Credit Card,Tier 2,3,0
13,14316,3294,Yes,Books,Wallet,Tier 1,1,0
6,21281,2294,Yes,Groceries,COD,Tier 1,3,0
5,1799,475,Yes,Apparel,Credit Card,Tier 1,2,1
3,21774,5901,Yes,Electronics,Wallet,Tier 3,1,0
5,3798,0,Yes,Groceries,COD,Tier 1,5,1
13,18410,0,No,Electronics,COD,Tier 3,2,0
11,4743,0,Yes,Groceries,UPI,Tier 2,3,0
7,20118,0,No,Electronics,Credit Card,Tier 1,2,0
18,611,50,No,Apparel,Credit Card,Tier 1,2,1
17,17841,6940,No,Apparel,Credit Card,Tier 1,2,0
3,4789,785,Yes,Groceries,UPI,Tier 3,1,0
17,6249,2399,No,Electronics,COD,Tier 1,3,0
18,19189,1112,Yes,Groceries,UPI,Tier 1,1,1
1,23272,8790,No,Food,Credit Card,Tier 1,2,0
2,20317,6657,No,Electronics,Wallet,Tier 1,2,1
6,15025,4885,Yes,Electronics,UPI,Tier 1,4,0
3,1217,141,No,Groceries,Wallet,Tier 2,1,1
19,23617,2339,No,Apparel,COD,Tier 1,3,0
8,17965,0,Yes,Apparel,COD,Tier 1,2,0
3,11033,0,No,Apparel,Credit Card,Tier 2,4,0
3,7460,1201,No,Books,Credit Card,Tier 1,4,0
1,17727,1315,Yes,Apparel,COD,Tier 1,5,0
3,9668,2000,Yes,Electronics,COD,Tier 2,1,0
5,4315,656,No,Groceries,COD,Tier 1,4,0
5,17739,642,Yes,Groceries,Credit Card,Tier 1,5,0
17,1469,198,No,Groceries,UPI,Tier 1,2,0
14,3831,0,No,Groceries,COD,Tier 1,4,0
12,22750,0,Yes,Food,Wallet,Tier 3,5,0
17,785,0,No,Electronics,COD,Tier 2,1,1
15,11498,2976,Yes,Electronics,Credit Card,Tier 1,4,0
15,7189,1590,Yes,Electronics,COD,Tier 1,3,1
2,9833,0,No,Books,Wallet,Tier 2,4,0
2,16938,0,Yes,Electronics,Wallet,Tier 1,5,1
12,1994,168,No,Apparel,UPI,Tier 3,5,1
13,16338,1359,Yes,Apparel,Wallet,Tier 2,1,0
20,9359,0,Yes,Groceries,COD,Tier 3,3,0
5,12051,3150,No,Apparel,Wallet,Tier 1,2,1
16,10719,0,Yes,Groceries,Wallet,Tier 1,4,0
8,12227,3347,No,Groceries,UPI,Tier 1,3,0
2,24723,0,No,Electronics,UPI,Tier 1,2,0
9,24874,4507,Yes,Electronics,COD,Tier 2,3,0
9,4095,1026,No,Apparel,Wallet,Tier 2,4,0
18,7244,2127,Yes,Books,COD,Tier 1,4,0
3,24793,0,No,Groceries,COD,Tier 2,3,0
18,9641,0,Yes,Apparel,COD,Tier 1,4,0
20,11086,0,No,Books,UPI,Tier 1,5,0
14,1557,413,Yes,Food,Credit Card,Tier 3,4,1
10,15525,0,No,Electronics,COD,Tier 1,1,1
4,17854,371,Yes,Books,COD,Tier 2,2,0
15,10284,1709,No,Books,COD,Tier 1,1,0
17,23807,0,Yes,Electronics,COD,Tier 1,5,0
14,24347,8621,Yes,Books,Credit Card,Tier 2,1,0
17,2571,553,Yes,Electronics,COD,Tier 3,2,1
3,852,279,No,Apparel,Wallet,Tier 3,4,1
2,4544,601,No,Electronics,COD,Tier 1,3,0
8,6140,0,Yes,Food,UPI,Tier 1,2,0
10,23629,3721,Yes,Apparel,COD,Tier 1,2,0
12,14339,805,Yes,Apparel,COD,Tier 1,5,0
12,5712,858,Yes,Food,Credit Card,Tier 1,4,0
4,15159,5803,Yes,Apparel,COD,Tier 2,4,0
12,2275,107,Yes,Apparel,Credit Card,Tier 1,3,1
18,22230,6053,No,Electronics,COD,Tier 1,4,0
11,12072,0,Yes,Electronics,COD,Tier 1,4,1
5,16189,0,Yes,Electronics,Wallet,Tier 3,5,0
8,20896,4857,No,Groceries,COD,Tier 1,2,1
9,20757,0,Yes,Electronics,COD,Tier 2,5,0
13,13029,2209,Yes,Books,COD,Tier 3,1,0
16,15308,2716,No,Books,UPI,Tier 1,2,1
3,23411,0,Yes,Books,Wallet,Tier 1,2,1
18,20466,5659,Yes,Electronics,Wallet,Tier 1,4,0
11,19987,557,No,Electronics,Wallet,Tier 2,2,1
14,22886,7893,Yes,Food,Credit Card,Tier 1,1,0
5,11464,3950,No,Electronics,UPI,Tier 2,3,0
6,20970,0,Yes,Apparel,Credit Card,Tier 2,4,0
13,8398,0,Yes,Apparel,COD,Tier 1,2,0
6,5246,0,No,Groceries,UPI,Tier 3,4,0
1,10131,0,Yes,Apparel,UPI,Tier 3,3,0
20,4948,0,Yes,Electronics,Wallet,Tier 3,5,0
17,5694,451,Yes,Electronics,UPI,Tier 1,3,0
13,19819,0,Yes,Groceries,Credit Card,Tier 3,2,1
12,3747,0,Yes,Groceries,COD,Tier 1,2,1
11,8696,0,No,Electronics,Wallet,Tier 2,5,1
6,8515,2331,Yes,Books,COD,Tier 3,4,1
5,20898,777,Yes,Electronics,COD,Tier 2,1,0
7,995,241,No,Books,UPI,Tier 2,4,0
15,23892,993,No,Electronics,Wallet,Tier 3,1,0
1,4294,1232,Yes,Electronics,UPI,Tier 2,1,1
14,3455,260,Yes,Food,Wallet,Tier 3,1,0
11,6738,2541,Yes,Electronics,COD,Tier 3,4,0
7,19307,2345,Yes,Groceries,UPI,Tier 3,4,0
14,7048,1925,Yes,Books,COD,Tier 1,4,0
13,12967,1309,No,Food,COD,Tier 2,3,0
9,21894,0,Yes,Apparel,UPI,Tier 2,1,0
2,19176,3898,Yes,Apparel,Wallet,Tier 2,1,1
4,21403,0,Yes,Books,Credit Card,Tier 2,5,0
10,10821,2180,Yes,Food,UPI,Tier 1,5,0
16,16516,0,Yes,Apparel,UPI,Tier 1,5,0
3,23638,7325,Yes,Apparel,UPI,Tier 1,4,0
4,7359,1780,No,Food,UPI,Tier 3,2,0
8,7003,0,Yes,Apparel,COD,Tier 2,5,0
17,17213,4343,Yes,Groceries,UPI,Tier 1,5,0
6,21106,623,No,Groceries,COD,Tier 2,3,1
2,14422,0,Yes,Books,UPI,Tier 1,1,1
6,13033,1336,No,Apparel,Credit Card,Tier 2,5,0
19,13526,872,No,Electronics,UPI,Tier 1,5,0
13,9639,1088,No,Electronics,Credit Card,Tier 3,2,0
19,16777,0,No,Apparel,Wallet,Tier 1,5,0
20,16890,3778,No,Apparel,Credit Card,Tier 1,5,0
15,20556,6240,Yes,Electronics,UPI,Tier 2,1,0
3,3719,220,Yes,Apparel,Wallet,Tier 3,1,0
14,7763,746,Yes,Books,Credit Card,Tier 1,3,0
9,18804,0,Yes,Apparel,Wallet,Tier 1,4,0
5,8848,0,No,Electronics,COD,Tier 1,4,0
7,20575,5460,No,Apparel,Wallet,Tier 1,3,0
19,2733,638,No,Electronics,Credit Card,Tier 2,3,0
13,18761,4825,Yes,Electronics,COD,Tier 2,1,0
13,10033,1592,Yes,Groceries,Wallet,Tier 1,2,1
6,16294,601,Yes,Apparel,COD,Tier 3,5,0
18,6523,738,No,Books,Wallet,Tier 1,4,0
20,14091,5472,No,Apparel,Credit Card,Tier 3,1,0
14,23361,3337,Yes,Apparel,UPI,Tier 2,4,0
